cat_no,neubauer_HATHI,neubauer_HATHI_link,beit-arie_HATHI,beit-arie_HATHI_link
1865,356,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=356,222,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=222
1866,356,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=356,222,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=222
1867,356,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=356,222,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=222
1868,356,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=356,222,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=222
1869,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,222,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=222
1870,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,222,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=222
1871,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,222,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=222
1872,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,222,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=222
1873,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,222,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=222
1874,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,223,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=223
1875,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,223,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=223
1876,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,223,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=223
1877,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,223,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=223
1878,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,223,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=223
1879,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,223,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=223
1880,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,223,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=223
1881,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,223,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=223
1882,357,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=357,223,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=223
1883,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,223,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=223
1884,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,223,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=223
1885,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1886,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1887,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1888,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1889,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1890,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1891,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1892,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1893,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1894,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1895,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1896,358,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=358,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1897,359,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=359,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1898,359,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=359,224,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=224
1899,359,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=359,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1900,359,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=359,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1901,359,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=359,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1902,359,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=359,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1903,359,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=359,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1904,359,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=359,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1905,359,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=359,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1906,359,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=359,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1907,359,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=359,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1908,359,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=359,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1909,360,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=360,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1910,360,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=360,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1911,360,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=360,225,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=225
1912,360,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=360,226,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=226
1913,360,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=360,226,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=226
1914,360,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=360,226,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=226
1915,360,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=360,226,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=226
1916,361,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=361,226,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=226
1917,361,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=361,226,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=226
1918,361,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=361,226,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=226
1919,361,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=361,226,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=226
1920,361,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=361,226,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=226
1921,361,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=361,226,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=226
1922,361,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=361,227,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=227
1923,361,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=361,227,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=227
1924,362,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=362,227,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=227
1925,362,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=362,227,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=227
1926,362,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=362,227,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=227
1927,362,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=362,227,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=227
1928,363,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=363,228,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=228
1929,363,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=363,228,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=228
1930,363,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=363,228,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=228
1931,363,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=363,228,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=228
1932,363,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=363,228,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=228
1933,363,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=363,228,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=228
1934,363,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=363,228,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=228
1935,363,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=363,228,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=228
1936,363,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=363,228,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=228
1937,363,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=363,228,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=228
1938,364,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=364,228,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=228
1939,364,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=364,229,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=229
1940,364,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=364,229,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=229
1941,364,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=364,229,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=229
1942,364,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=364,229,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=229
1943,364,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=364,229,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=229
1944,365,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=365,229,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=229
1945,365,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=365,230,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=230
1946,365,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=365,230,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=230
1947,365,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=365,231,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=231
1948,366,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=366,231,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=231
1949,366,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=366,231,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=231
1950,366,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=366,231,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=231
1951,366,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=366,231,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=231
1952,366,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=366,231,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=231
1953,366,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=366,232,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=232
1954,366,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=366,232,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=232
1955,366,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=366,232,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=232
1956,367,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=367,232,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=232
1957,367,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=367,232,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=232
1958,367,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=367,232,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=232
1959,367,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=367,233,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=233
1960,368,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=368,233,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=233
1961,368,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=368,233,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=233
1962,368,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=368,233,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=233
1963,368,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=368,233,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=233
1964,368,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=368,233,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=233
1965,368,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=368,234,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=234
1966,369,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=369,234,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=234
1967,369,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=369,234,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=234
1968,369,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=369,234,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=234
1969,369,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=369,234,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=234
1970,369,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=369,234,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=234
1971,376,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=376,234,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=234
1972,378,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=378,234,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=234
1973,382,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=382,234,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=234
1974,382,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=382,235,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=235
1975,382,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=382,235,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=235
1976,382,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=382,235,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=235
1977,383,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=383,235,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=235
1978,383,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=383,235,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=235
1979,383,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=383,235,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=235
1980,383,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=383,235,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=235
1981,383,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=383,235,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=235
1982,383,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=383,235,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=235
1983,383,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=383,236,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=236
1984,383,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=383,236,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=236
1985,387,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=387,236,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=236
1986,387,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=387,236,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=236
1987,388,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=388,236,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=236
1988,388,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=388,237,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=237
1989,388,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=388,237,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=237
1990,389,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=389,237,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=237
1991,389,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=389,237,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=237
1992,389,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=389,237,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=237
1993,389,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=389,237,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=237
1994,390,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=390,238,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=238
1995,390,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=390,238,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=238
1996,390,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=390,238,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=238
1997,390,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=390,238,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=238
1998,390,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=390,238,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=238
1999,390,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=390,238,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=238
2000,391,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=391,238,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=238
2001,392,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=392,238,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=238
2002,392,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=392,238,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=238
2003,392,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=392,238,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=238
2004,392,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=392,239,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=239
2005,392,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=392,239,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=239
2006,392,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=392,239,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=239
2007,393,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=393,239,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=239
2008,393,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=393,239,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=239
2009,393,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=393,240,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=240
2010,394,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=394,240,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=240
2011,394,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=394,240,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=240
2012,394,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=394,240,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=240
2013,394,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=394,240,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=240
2014,394,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=394,240,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=240
2015,394,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=394,240,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=240
2016,395,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=395,240,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=240
2017,395,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=395,240,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=240
2018,395,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=395,240,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=240
2019,395,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=395,241,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=241
2020,395,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=395,241,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=241
2021,395,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=395,241,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=241
2022,395,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=395,241,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=241
2023,395,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=395,241,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=241
2024,395,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=395,241,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=241
2025,396,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=396,241,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=241
2026,396,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=396,241,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=241
2027,396,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=396,241,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=241
2028,396,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=396,242,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=242
2029,396,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=396,242,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=242
2030,397,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=397,242,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=242
2031,397,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=397,242,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=242
2032,397,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=397,242,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=242
2033,397,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=397,242,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=242
2034,397,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=397,242,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=242
2035,398,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=398,242,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=242
2036,398,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=398,243,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=243
2037,398,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=398,243,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=243
2038,398,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=398,243,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=243
2039,398,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=398,243,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=243
2040,398,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=398,243,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=243
